sigma,eta
0.11666667,0.95833333
0.40833333,0.51666667
0.15,0.29166667
0.425,0.94166667
0.7,0.98333333
0.66666667,0.36666667
0.11666667,0.86666667
0.33333333,0.14166667
0.88333333,0.89166667
0.51666667,0.46666667
0.35833333,0.65
0.6,0.375
0.033333333,0.525
0.30833333,0.625
0.875,0.44166667
0.20833333,0.71666667
0.975,0.625
0.13333333,0.40833333
0.033333333,0.95833333
0.85833333,0.63333333
0.775,0.16666667
0.8,0.79166667
0.61666667,0.325
0.058333333,0.98333333
0.11666667,0.675
0.20833333,0.84166667
0.64166667,0.18333333
0.56666667,0.58333333
0.6,0.89166667
0.64166667,0.275
0.16666667,0.675
0.4,0.025
0.19166667,0.025
0.11666667,0.31666667
0.34166667,0.86666667
0.51666667,0.21666667
0.066666667,0.25833333
0.325,0.95
0.16666667,0.15
0.95833333,0.90833333
0.475,0.81666667
0.6,0.63333333
0.30833333,0.33333333
0.725,0.60833333
0.13333333,0.25833333
0.88333333,0.275
0.93333333,0.675
0.4,0.34166667
0.95,0.93333333
0.39166667,0.55833333
0.575,0.21666667
0.54166667,0.58333333
0.83333333,0.48333333
0.325,0.35833333
0.7,0.058333333
0.56666667,0.91666667
0.058333333,0.24166667
1,0.69166667
0.28333333,0.85
0.25,0.425
0.71666667,0.9
0.50833333,0.44166667
0.041666667,0.43333333
0.61666667,0.20833333
0.81666667,0.55833333
0.825,0.29166667
0.45,0.45
0.033333333,0.35
0.091666667,0.25
0.70833333,0.6
0.85833333,0.44166667
0.50833333,0.34166667
0.575,0.48333333
0.15833333,0.25
0.70833333,0.425
0.63333333,0.85833333
0.55833333,0.25833333
0.14166667,0.175
0.46666667,0.425
0.43333333,0.15
0.21666667,0.54166667
0.39166667,0.16666667
0.875,0.76666667
0.96666667,0.38333333
0.38333333,0.83333333
0.49166667,0.28333333
0.525,0.61666667
0.71666667,0.34166667
0.1,0.45833333
0.18333333,0.53333333
0.18333333,0.46666667
0.84166667,0.475
0.61666667,0.90833333
0.89166667,0.975
0.775,0.66666667
0.90833333,0.95
0.35,0.25
0.24166667,0.84166667
0.14166667,0.49166667
0.49166667,0.81666667
0.64166667,0.675
0.78333333,0.39166667
0.94166667,0.38333333
0.25,0.70833333
0.81666667,0.83333333
0.4,0.041666667
0.40833333,0.81666667
0.016666667,0.375
0.325,0.975
0.81666667,0.18333333
0.525,0.925
0.025,0.55
0.90833333,0.066666667
0.825,0.091666667
0.0083333333,0.29166667
0.46666667,0.575
0.29166667,0.45833333
0.65833333,0.88333333
0.25833333,0.35833333
0.925,0.66666667
0.0083333333,0.05
0.10833333,0.14166667
0.74166667,0.10833333
1,0.26666667
0.64166667,0.65833333
0.65833333,0.1
0.36666667,0.59166667
0.43333333,0.8
0.88333333,0.80833333
0.18333333,0.84166667
0.29166667,0.975
0.425,0.30833333
0.066666667,0.9
0.066666667,0.34166667
0.21666667,0.05
0.825,0.43333333
0.875,0.30833333
0.025,0.20833333
0.23333333,0.5
0.425,0.875
0.86666667,0.066666667
0.7,0.78333333
0.75833333,0.51666667
0.425,0.50833333
0.79166667,0.625
0.30833333,0.43333333
0.083333333,0.39166667
0.083333333,0.35833333
0.825,0.79166667
1,0.14166667
0.4,0.45833333
0.96666667,0.95833333
0.875,0.43333333
0.51666667,0.50833333
0.70833333,0.19166667
0.44166667,0.79166667
0.65,0.31666667
0.55,0.79166667
0.05,1
0.94166667,0.2
0.71666667,0.83333333
0.058333333,0.95
0.45,0.66666667
0.10833333,0.25
0.70833333,0.625
0.775,0.69166667
0.475,0.51666667
0.53333333,0.31666667
0.69166667,0.88333333
0.59166667,0.64166667
0.625,0.18333333
0.28333333,0.95
0.35833333,0.016666667
0.675,0.96666667
0.68333333,0.80833333
0.58333333,0.38333333
0.55833333,0.10833333
0.083333333,0.48333333
0.475,0.325
0.89166667,0.75833333
0.28333333,0.24166667
0.058333333,0.26666667
0.71666667,0.575
0.44166667,0.33333333
0.71666667,0.55
0.44166667,0.80833333
0.78333333,0.775
0.93333333,0.23333333
0.59166667,0.68333333
0.24166667,0.50833333
0.48333333,0.25
0.3,0.93333333
0.85833333,0.975
1,0.40833333
0.79166667,0.39166667
0.48333333,0.575
1,0.55
0.34166667,0.53333333
0.78333333,0.93333333
0.76666667,0.81666667
0.525,0.45833333
0.96666667,0.20833333
0.55833333,0.64166667
0.78333333,0.6
0.76666667,0.28333333
0.30833333,0.083333333
0.25,0.033333333
0.70833333,0.20833333
0.40833333,0.775
0.058333333,0.1
0.31666667,0.79166667
0.28333333,0.50833333
0.70833333,0.90833333
0.26666667,0.58333333
0.41666667,0.925
0.74166667,0.15
0.725,0.066666667
0.88333333,0.51666667
0.058333333,0.575
0.16666667,0.175
0.058333333,1
0.15,0.11666667
0.89166667,0.63333333
0.24166667,0.31666667
0.73333333,0.13333333
0.28333333,0.475
0.86666667,0.033333333
0.83333333,0.825
0.16666667,0.70833333
0.033333333,0.49166667
0.05,0.60833333
0.041666667,0.31666667
0.65,0.74166667
0.066666667,0.86666667
0.5,0.38333333
0.68333333,0.73333333
0.025,0.8
0.65,0.48333333
0.425,0.45
0.775,0.58333333
0.35,0.091666667
0.6,0.84166667
0.016666667,0.0083333333
0.93333333,0.175
0.58333333,0.81666667
0.025,0.25833333
0.50833333,0.35
0.35,0.1
0.375,0.125
0.88333333,0.26666667
0.7,0.80833333
0.075,0.875
0.23333333,0.525
0.85833333,0.56666667
0.94166667,0.575
0.79166667,0.28333333
0.99166667,0.4
0.83333333,0.31666667
0.95,0.225
0.575,0.46666667
0.325,0.7
0.033333333,0.25
0.6,0.65833333
0.65833333,0.61666667
0.083333333,0.34166667
0.80833333,0.61666667
0.89166667,0.425
0.275,0.55833333
0.10833333,0.15833333
0.15833333,0.0083333333
0.35,0.4
0.15,0.63333333
0.59166667,0.28333333
0.64166667,0.025
0.89166667,0.90833333
0.59166667,0.75833333
0.066666667,0.30833333
0.475,0.24166667
0.475,0.66666667
0.71666667,0.79166667
0.058333333,0.39166667
0.80833333,0.6
0.36666667,0.775
0.1,0.925
0.2,0.53333333
0.19166667,0.55
0.45833333,0.28333333
0.041666667,0.325
0.125,0.075
0.066666667,0.091666667
0.4,0.125
0.125,0.066666667
0.675,0.55
0.64166667,0.475
0.73333333,0.51666667
0.21666667,0.5
0.68333333,0.59166667
0.31666667,0.28333333
0.30833333,0.45
0.625,0.66666667
0.058333333,0.7
0.89166667,0.79166667
0.28333333,0.15833333
0.63333333,0.89166667
0.975,0.28333333
0.9,0.53333333
0.81666667,0.95833333
0.85833333,0.60833333
0.7,0.23333333
0.13333333,0.675
0.225,0.85833333
0.45,0.21666667
0.64166667,0.99166667
0.59166667,0.66666667
0.016666667,0.9
0.49166667,0.38333333
0.16666667,0.625
0.016666667,0.33333333
0.63333333,0.90833333
0.325,0.16666667
0.70833333,0.30833333
0.525,0.65
0.35,0.24166667
0.39166667,0.19166667
0.041666667,0.94166667
0.65,0.13333333
0.81666667,0.58333333
0.39166667,0.25
0.69166667,0.083333333
0.26666667,0.36666667
0.75833333,0.825
0.83333333,0.1
0.066666667,0.0083333333
0.28333333,0.74166667
0.16666667,0.53333333
0.925,0.59166667
0.10833333,0.44166667
0.29166667,0.64166667
0.78333333,0.55833333
0.44166667,0.93333333
0.84166667,0.78333333
0.80833333,0.60833333
0.94166667,0.95833333
0.85833333,0.2
0.375,0.86666667
0.225,0.18333333
0.98333333,0.58333333
0.225,0.3
0.425,0.91666667
0.325,0.575
0.81666667,0.425
0.25,0.18333333
0.15,0.88333333
0.15,0.78333333
0.54166667,0.99166667
0.34166667,0.075
0.16666667,0.091666667
0.38333333,0.75
0.80833333,0.30833333
0.63333333,0.325
0.55833333,0.7
0.99166667,0.6
0.30833333,0.55833333
0.525,0.325
0.38333333,0.43333333
0.83333333,0.2
0.56666667,0.98333333
0.59166667,0.775
0.29166667,0.58333333
0.60833333,0.56666667
0.78333333,0.058333333
0.275,0.85833333
0.125,0.85
0.95,0.35833333
0.85833333,0.28333333
0.55833333,0.016666667
0.725,0.4
0.11666667,0.53333333
0.53333333,0.36666667
0.25833333,0.33333333
0.64166667,0.90833333
0.35,0.38333333
0.65,0.375
0.34166667,0.29166667
0.625,0.74166667
0.43333333,0.74166667
0.675,0.525
1,0.48333333
0.1,0.25833333
0.575,0.89166667
0.65,0.86666667
0.45833333,0.58333333
0.2,0.375
0.775,0.93333333
0.86666667,0.89166667
0.78333333,0.85
0.71666667,0.7
0.016666667,0.96666667
0.275,0.68333333
0.058333333,0.70833333
0.375,0.54166667
0.16666667,0.24166667
0.75,0.73333333
0.5,0.20833333
0.525,0.16666667
0.93333333,0.14166667
0.78333333,0.1
0.05,0.91666667
0.29166667,0.19166667
0.225,0.10833333
0.425,0.86666667
0.9,0.35833333
0.20833333,0.55
0.26666667,0.50833333
0.0083333333,0.45833333
0.96666667,0.53333333
0.50833333,0.8
0.45,0.74166667
0.68333333,0.68333333
0.10833333,0.56666667
0.041666667,0.21666667
0.59166667,0.875
0.81666667,0.44166667
0.041666667,0.066666667
0.35833333,0.60833333
0.59166667,0.58333333
0.2,1
0.36666667,0.275
0.40833333,0.65
0.975,0.34166667
0.65,0.89166667
0.825,0.53333333
0.2,0.125
0.075,0.025
0.9,0.058333333
0.675,0.29166667
0.18333333,0.89166667
0.29166667,0.20833333
0.225,0.925
0.825,0.50833333
0.21666667,0.083333333
0.60833333,0.95833333
0.033333333,0.13333333
0.56666667,0.35833333
0.625,0.56666667
0.89166667,0.3
0.05,0.3
0.98333333,0.90833333
0.58333333,0.89166667
0.15833333,0.9
0.19166667,0.66666667
0.91666667,0.625
0.41666667,0.61666667
0.25833333,0.66666667
0.61666667,0.066666667
0.091666667,0.23333333
0.85,0.675
0.625,0.875
0.6,0.29166667
0.66666667,0.93333333
0.95833333,0.325
0.99166667,0.95
0.091666667,0.18333333
0.61666667,0.575
0.49166667,0.10833333
0.775,0.15
0.10833333,0.041666667
0.88333333,0.24166667
0.24166667,0.69166667
0.50833333,0.59166667
0.675,0.71666667
0.63333333,0.775
0.1,0.075
0.85833333,1
0.30833333,0.75833333
0.05,0.40833333
0.11666667,0.29166667
0.35,0.90833333
0.49166667,0.84166667
0.016666667,0.23333333
0.2,0.091666667
0.15833333,0.74166667
0.98333333,0.041666667
0.675,0.825
0.175,0.025
0.24166667,0.7
0.16666667,0.28333333
0.4,0.65833333
0.05,0.50833333
0.13333333,0.74166667
0.3,0.475
0.825,0.99166667
0.63333333,0.33333333
0.475,0.925
0.55,0.2
0.91666667,0.058333333
0.083333333,0.625
0.066666667,0.75833333
0.55833333,0.34166667
0.38333333,0.25
0.41666667,0.21666667
0.24166667,0.19166667
0.60833333,0.81666667
0.725,1
0.91666667,0.68333333
0.74166667,0.2
0.3,0.0083333333
0.066666667,0.24166667
0.76666667,0.058333333
0.49166667,0.73333333
0.19166667,0.75
0.33333333,0.675
0.14166667,0.61666667
0.6,0.625
0.45833333,0.79166667
0.083333333,0.15
0.71666667,0.76666667
0.275,0.14166667
0.775,0.98333333
0.45833333,0.625
0.066666667,0.325
0.7,0.38333333
0.71666667,0.18333333
0.6,0.95833333
0.56666667,0.625
0.69166667,0.60833333
0.0083333333,0.025
0.81666667,0.4
0.60833333,0.54166667
0.13333333,0.64166667
0.83333333,0.75
0.625,0.9
0.31666667,0.55833333
0.13333333,0.33333333
0.775,0.78333333
0.64166667,0.45
0.38333333,0.575
0.325,0.825
0.2,0.93333333
0.96666667,0.475
0.55,0.6
0.60833333,0.15833333
0.85,0.25833333
0.058333333,0.58333333
0.51666667,0.90833333
0.025,0.98333333
0.95,0.325
0.4,0.68333333
0.43333333,1
0.25833333,0.63333333
0.38333333,0.59166667
0.575,0.94166667
0.475,0.98333333
0.84166667,0.58333333
0.54166667,0.10833333
0.76666667,0.25833333
0.48333333,0.15833333
0.74166667,0.60833333
0.33333333,0.625
0.90833333,0.51666667
0.61666667,0.7
0.53333333,0.05
0.875,0.8
0.68333333,0.69166667
0.94166667,0.85
0.45,0.175
0.175,0.175
0.53333333,0.075
0.14166667,0.7
0.31666667,0.86666667
0.7,0.96666667
0.63333333,0.19166667
0.93333333,0.35833333
0.675,0.575
0.0083333333,0.8
0.73333333,0.325
0.61666667,0.925
0.98333333,0.28333333
0.066666667,0.25
0.68333333,0.78333333
1,0.49166667
0.88333333,0.25
0.74166667,0.98333333
0.85,0.6
0.94166667,0.058333333
0.35833333,0.50833333
0.60833333,0.50833333
0.34166667,0.18333333
0.30833333,0.975
0.86666667,0.1
0.16666667,0.79166667
0.11666667,0.65833333
0.76666667,0.29166667
0.3,0.36666667
0.58333333,0.49166667
0.81666667,0.84166667
0.96666667,0.73333333
0.275,0.95833333
0.58333333,0.025
0.76666667,0.13333333
0.80833333,0.36666667
0.875,0.066666667
0.15833333,0.73333333
0.4,0.64166667
0.85,1
0.21666667,0.93333333
0.016666667,0.38333333
0.34166667,0.95833333
0.29166667,0.075
0.21666667,0.56666667
0.35,0.98333333
0.058333333,0.68333333
0.60833333,0.55833333
0.78333333,0.34166667
0.49166667,0.041666667
0.19166667,0.75833333
0.98333333,0.18333333
0.44166667,0.94166667
0.825,0.05
0.19166667,0.6
0.85,0.1
0.775,0.05
0.35833333,0.33333333
0.93333333,0.11666667
0.34166667,0.74166667
0.475,0.63333333
0.525,0.54166667
0.63333333,0.78333333
0.55,0.58333333
0.025,0.66666667
0.4,0.091666667
0.24166667,0.5
0.24166667,0.35
0.41666667,0.5
0.3,0.058333333
0.091666667,0.58333333
0.29166667,0.725
0.36666667,0.475
0.38333333,0.58333333
0.86666667,0.66666667
0.13333333,0.8
0.125,0.29166667
0.925,0.46666667
0.84166667,0.85833333
0.05,0.75833333
0.55833333,0.025
0.36666667,0.35833333
0.39166667,0.76666667
0.058333333,0.15833333
0.51666667,0.79166667
0.066666667,0.33333333
0.1,0.39166667
0.45,0.275
0.725,0.98333333
0.98333333,0.78333333
0.36666667,0.36666667
0.54166667,0.825
0.33333333,0.74166667
0.40833333,0.64166667
0.35833333,0.033333333
0.86666667,0.78333333
0.26666667,0.19166667
0.825,0.56666667
0.50833333,0.85
0.68333333,0.125
0.39166667,0.60833333
0.15833333,0.91666667
0.33333333,0.55833333
0.8,0.13333333
0.99166667,0.775
0.66666667,0.175
0.53333333,0.325
0.88333333,0.95
0.58333333,0.98333333
0.925,0.05
0.16666667,0.13333333
0.016666667,0.13333333
0.79166667,0.041666667
0.81666667,0.175
0.74166667,0.75
0.35833333,0.54166667
0.041666667,0.95
0.81666667,0.066666667
0.84166667,0.24166667
0.025,0.24166667
0.79166667,0.14166667
0.725,0.31666667
0.175,0.61666667
0.91666667,0.16666667
0.375,0.84166667
0.76666667,0.95
0.575,0.475
0.375,0.775
0.625,0.0083333333
0.8,0.54166667
0.61666667,0.35833333
0.16666667,0.825
0.5,0.54166667
0.083333333,0.55833333
0.43333333,0.90833333
0.083333333,0.95833333
0.725,0.61666667
0.39166667,0.875
0.075,0.84166667
0.90833333,0.31666667
0.18333333,0.05
0.38333333,0.54166667
0.25,0.64166667
1,0.50833333
0.59166667,0.48333333
0.95833333,0.68333333
0.083333333,0.975
0.0083333333,0.56666667
0.10833333,0.68333333
0.63333333,0.925
0.28333333,0.18333333
0.091666667,0.53333333
0.51666667,0.38333333
0.275,0.19166667
0.041666667,0.41666667
0.375,0.725
0.93333333,0.93333333
0.50833333,0.66666667
0.925,0.36666667
0.79166667,0.075
0.90833333,0.21666667
0.53333333,0.66666667
0.18333333,0.30833333
0.89166667,0.39166667
0.18333333,0.59166667
0.60833333,0.0083333333
0.625,0.575
0.66666667,0.53333333
0.975,0.21666667
0.10833333,0.50833333
0.18333333,0.51666667
0.21666667,0.125
0.925,1
0.28333333,0.69166667
0.23333333,0.275
0.4,0.39166667
0.41666667,0.74166667
0.2,0.26666667
0.8,0.89166667
0.55,0.033333333
0.5,0.49166667
0.20833333,0.25833333
0.85833333,0.16666667
0.7,0.74166667
0.70833333,0.0083333333
0.85833333,0.84166667
0.0083333333,0.13333333
0.96666667,0.68333333
0.55833333,0.73333333
0.066666667,0.35
0.05,0.61666667
0.875,0.33333333
0.74166667,0.275
0.60833333,0.13333333
0.075,0.4
0.41666667,0.033333333
0.55833333,0.525
0.375,0.066666667
0.2,0.16666667
0.98333333,0.53333333
0.8,0.18333333
0.4,0.20833333
0.10833333,0.65833333
0.125,0.95
0.54166667,0.5
0.60833333,0.84166667
0.425,0.68333333
0.50833333,0.775
0.65833333,0.016666667
0.2,0.86666667
0.25,0.575
0.65833333,0.31666667
0.99166667,0.35
0.38333333,0.38333333
0.325,0.275
0.90833333,0.19166667
0.875,0.61666667
0.10833333,0.175
0.91666667,0.81666667
0.94166667,0.35833333
0.925,0.10833333
0.66666667,0.95833333
0.175,0.325
0.14166667,0.091666667
0.225,0.475
0.39166667,0.075
0.49166667,0.15833333
0.35833333,0.69166667
0.88333333,0.96666667
0.625,0.28333333
0.66666667,0.025
0.20833333,0.9
0.7,0.43333333
0.925,0.525
0.54166667,0.86666667
0.825,0.55
0.45833333,0.43333333
0.43333333,0.16666667
0.016666667,0.16666667
0.28333333,0.64166667
0.016666667,0.125
0.85833333,0.81666667
0.15833333,0.75833333
0.20833333,0.3
0.41666667,0.10833333
0.725,0.84166667
0.79166667,0.54166667
0.475,0.68333333
0.44166667,0.81666667
0.575,0.25
0.88333333,0.53333333
0.45833333,0.05
0.1,0.46666667
0.05,0.425
0.925,0.016666667
0.425,0.25
0.85,0.75833333
0.99166667,0.125
0.68333333,0.175
0.99166667,0.41666667
0.83333333,0.3
0.30833333,0.475
0.5,0.083333333
0.041666667,0.99166667
0.125,0.325
0.66666667,0.825
0.81666667,0.38333333
0.59166667,0.05
0.16666667,0.25
0.11666667,0.325
0.6,0.175
0.325,0.23333333
0.325,0.225
0.6,0.41666667
0.61666667,0.38333333
0.91666667,0.54166667
0.15,0.33333333
0.51666667,0.425
0.93333333,0.39166667
0.75833333,0.45833333
0.275,0.38333333
1,0.99166667
0.091666667,0.99166667
0.29166667,0.54166667
0.63333333,0.20833333
0.45,0.83333333
0.0083333333,0.575
0.38333333,0.79166667
0.3,0.11666667
0.775,0.1
0.275,0.43333333
0.3,0.31666667
0.84166667,0.76666667
0.55833333,0.49166667
0.33333333,0.60833333
0.025,0.58333333
0.6,0.43333333
0.041666667,0.51666667
0.46666667,0.76666667
0.825,0.44166667
0.3,0.825
0.28333333,0.325
0.66666667,0.59166667
0.80833333,0.19166667
0.45833333,0.54166667
0.61666667,0.0083333333
0.475,0.21666667
0.99166667,0.95833333
0.75,0.5
0.43333333,0.55833333
0.99166667,0.60833333
0.275,0.20833333
0.3,0.30833333
0.825,0.65
0.5,0.85833333
0.89166667,0.925
0.058333333,0.93333333
0.15833333,0.54166667
0.55,0.28333333
0.38333333,0.86666667
0.26666667,0.25833333
0.11666667,0.63333333
0.53333333,0.95833333
0.95,0.38333333
0.31666667,0.73333333
0.091666667,0.21666667
0.56666667,0.88333333
0.86666667,0.275
0.33333333,0.46666667
0.0083333333,0.95833333
0.325,0.73333333
0.10833333,0.083333333
0.24166667,0.53333333
0.83333333,0.59166667
0.74166667,0.94166667
0.375,0.83333333
0.98333333,0.86666667
0.58333333,0.63333333
0.033333333,0.86666667
0.725,0.375
0.31666667,0.175
0.24166667,0.525
0.31666667,0.625
0.3,0.49166667
0.925,0.3
0.7,0.75833333
0.25,0.9
0.63333333,0.66666667
0.6,0.55833333
0.66666667,0.78333333
0.75833333,0.14166667
0.225,0.45833333
0.84166667,0.56666667
0.066666667,0.96666667
0.86666667,0.083333333
0.34166667,0.2
0.033333333,0.54166667
0.35,0.775
0.825,0.46666667
0.7,0.34166667
0.8,0.075
0.74166667,0.91666667
0.61666667,0.51666667
0.375,0.30833333
0.93333333,0.56666667
0.11666667,0.11666667
0.89166667,0.10833333
0.066666667,0.59166667
0.69166667,0.94166667
0.55833333,0.475
0.041666667,0.86666667
0.49166667,0.58333333
0.14166667,0.083333333
0.70833333,0.71666667
0.9,0.81666667
0.61666667,0.70833333
0.325,0.475
0.525,0.40833333
0.16666667,0.73333333
0.79166667,0.90833333
0.45833333,0.2
0.54166667,0.38333333
0.375,0.0083333333
0.24166667,0.54166667
0.39166667,0.8
0.925,0.60833333
0.13333333,0.875
0.95833333,0.33333333
0.81666667,0.033333333
0.71666667,0.36666667
0.61666667,0.19166667
0.033333333,0.075
0.1,0.79166667
0.13333333,0.96666667
0.71666667,0.96666667
0.66666667,0.86666667
0.35,0.925
0.19166667,0.5
0.35833333,0.13333333
0.95833333,0.175
1,0.86666667
0.175,0.25833333
0.91666667,0.88333333
0.90833333,0.45833333
0.33333333,0.38333333
0.41666667,0.7
0.475,0.93333333
0.89166667,0.61666667
0.63333333,0.075
0.0083333333,0.091666667
0.50833333,0.55
0.325,0.675
0.48333333,0.94166667
0.40833333,0.033333333
0.65833333,0.475
0.34166667,0.96666667
0.23333333,0.25
0.58333333,0.2
0.24166667,0.1
0.45833333,0.31666667
0.375,0.48333333
0.25,0.19166667
0.50833333,0.25833333
0.25833333,0.30833333
0.15,0.425
0.35833333,0.95833333
0.93333333,0.05
0.375,0.825
0.45833333,0.15833333
0.94166667,0.066666667
0.74166667,0.55
0.2,0.975
0.85,0.64166667
1,0.25833333
0.6,0.091666667
0.40833333,0.025
0.45833333,0.575
0.51666667,0.43333333
0.65,0.2
0.575,0.18333333
0.60833333,0.35
0.50833333,0.25
0.43333333,0.65
0.26666667,0.85833333
0.066666667,0.60833333
0.68333333,0.058333333
0.90833333,0.125
0.675,0.38333333
0.475,0.25
0.40833333,0.058333333
0.9,0.575
0.033333333,0.325
0.13333333,0.53333333
0.78333333,0.85833333
0.825,0.525
0.83333333,0.88333333
0.0083333333,0.84166667
0.45,0.48333333
0.175,0.65833333
0.95,0.016666667
0.225,0.29166667
0.725,0.5
0.875,0.59166667
0.0083333333,0.45
0.91666667,0.425
0.25,0.16666667
0.475,0.0083333333
0.725,0.016666667
0.925,0.41666667
0.34166667,0.88333333
0.625,0.34166667
0.66666667,0.85833333
0.75833333,0.85833333
0.44166667,0.85
0.14166667,0.75833333
0.20833333,0.325
0.35833333,0.79166667
0.45,0.23333333
0.96666667,0.71666667
0.88333333,0.083333333
0.075,0.125
0.80833333,0.24166667
0.275,0.3
0.066666667,0.925
0.50833333,0.99166667
0.66666667,0.875
0.6,0.85833333
0.9,0.625
0.1,0.41666667
0.95833333,0.29166667
0.63333333,0.05
0.69166667,0.041666667
0.96666667,0.075
0.71666667,0.71666667
0.36666667,0.86666667
0.83333333,0.50833333
0.56666667,0.975
0.30833333,0.1
0.96666667,0.875
0.75,0.81666667
0.61666667,0.525
0.95,0.30833333
0.93333333,0.65
0.26666667,0.1
0.23333333,0.18333333
0.94166667,0.16666667
0.93333333,0.40833333
0.25833333,0.19166667
0.275,0.033333333
0.33333333,0.875
0.50833333,0.81666667
0.0083333333,0.875
0.39166667,0.98333333
0.375,0.58333333
0.95,0.55
0.70833333,0.55
0.3,0.71666667
0.875,0.46666667
0.81666667,0.73333333
0.066666667,0.49166667
0.90833333,0.05
0.45833333,0.13333333
0.29166667,0.30833333
0.275,0.425
0.66666667,0.10833333
0.05,0.625
0.84166667,0.64166667
0.51666667,0.39166667
0.44166667,0.8
0.4,0.10833333
0.78333333,0.91666667
0.95,0.56666667
0.3,0.76666667
0.85,0.23333333
0.24166667,0.3
0.14166667,0.15833333
0.31666667,0.10833333
0.65,0.35
0.675,0.14166667
0.79166667,0.24166667
0.025,0.79166667
0.95833333,0.76666667
0.041666667,0.81666667
0.14166667,0.775
0.60833333,1
0.28333333,0.225
0.80833333,0.69166667
0.025,0.46666667
0.61666667,0.33333333
0.59166667,0.78333333
0.56666667,0.425
0.58333333,0.25833333
0.39166667,0.49166667
0.725,0.19166667
0.61666667,0.091666667
0.89166667,0.875
0.066666667,0.35833333
0.75,0.98333333
0.80833333,0.975
0.68333333,0.99166667
0.85,0.16666667
0.15833333,0.16666667
0.60833333,0.64166667
0.275,0.7
0.35,0.675
0.016666667,0.46666667
0.85,0.96666667
0.71666667,0.99166667
0.45,1
0.2,0.94166667
0.30833333,0.875
0.21666667,0.83333333
0.25,0.325
0.625,0.775
0.40833333,0.325
1,0.20833333
0.275,0.725
